run_position,sample_id,track_c_status,track_d_set,same_plan_status,same_plan_execution_status,same_plan_success,same_plan_progress_score,same_plan_elapsed_s,case_dir,updated_at
1036,M&T/select_poker/example76,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example76,2026-05-27 18:12:45
1037,M&T/select_poker/example77,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example77,2026-05-27 18:12:45
1038,M&T/select_poker/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,34.33294630050659,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example78,2026-05-27 18:13:21
1039,M&T/select_poker/example79,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example79,2026-05-27 18:13:21
1040,M&T/select_poker/example80,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example80,2026-05-27 18:13:21
1041,M&T/select_poker/example81,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example81,2026-05-27 18:13:21
1042,M&T/select_poker/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.48955750465393,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example82,2026-05-27 18:13:58
1043,M&T/select_poker/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,34.63497591018677,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example83,2026-05-27 18:14:35
1046,M&T/select_poker/example86,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example86,2026-05-27 18:14:35
1047,M&T/select_poker/example87,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example87,2026-05-27 18:14:35
1048,M&T/select_poker/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.152283668518066,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example88,2026-05-27 18:15:11
1049,M&T/select_poker/example89,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example89,2026-05-27 18:15:11
1050,M&T/select_poker/example90,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example90,2026-05-27 18:15:11
1051,M&T/select_poker/example91,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example91,2026-05-27 18:15:11
1052,M&T/select_poker/example92,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example92,2026-05-27 18:15:11
1053,M&T/select_poker/example93,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example93,2026-05-27 18:15:11
1054,M&T/select_poker/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.52588891983032,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example94,2026-05-27 18:15:49
1055,M&T/select_poker/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.9621479511261,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example95,2026-05-27 18:16:26
1056,M&T/select_poker/example96,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example96,2026-05-27 18:16:26
1057,M&T/select_poker/example97,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example97,2026-05-27 18:16:26
1058,M&T/select_poker/example98,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_poker\example98,2026-05-27 18:16:26
1073,M&T/select_toy/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,51.32342028617859,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example17,2026-05-27 18:17:19
1081,M&T/select_toy/example27,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.162368059158325,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example27,2026-05-27 18:18:09
1096,M&T/select_toy/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,45.75290012359619,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example48,2026-05-27 18:18:56
1101,M&T/select_toy/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.30823636054993,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example55,2026-05-27 18:19:51
1111,M&T/select_toy/example68,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,51.03742170333862,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example68,2026-05-27 18:20:44
1126,M&T/select_toy/example85,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.236066579818726,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example85,2026-05-27 18:21:34
1127,M&T/select_toy/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,46.871251344680786,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example86,2026-05-27 18:22:22
1132,M&T/select_toy/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,41.231335163116455,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_toy\example96,2026-05-27 18:23:05
1136,PhysicsLaw/density_qa/example4,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example4,2026-05-27 18:23:05
1137,PhysicsLaw/density_qa/example8,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example8,2026-05-27 18:23:05
1138,PhysicsLaw/density_qa/example10,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example10,2026-05-27 18:23:05
1139,PhysicsLaw/density_qa/example50,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example50,2026-05-27 18:23:05
1140,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example62,2026-05-27 18:23:05
1141,PhysicsLaw/density_qa/example71,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example71,2026-05-27 18:23:05
1142,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example72,2026-05-27 18:23:05
1143,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example78,2026-05-27 18:23:05
1144,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\density_qa\example82,2026-05-27 18:23:05
1145,PhysicsLaw/friction_qa/example48,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example48,2026-05-27 18:23:05
1146,PhysicsLaw/friction_qa/example54,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example54,2026-05-27 18:23:05
1147,PhysicsLaw/friction_qa/example55,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example55,2026-05-27 18:23:05
1148,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example56,2026-05-27 18:23:05
1149,PhysicsLaw/friction_qa/example63,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example63,2026-05-27 18:23:05
1150,PhysicsLaw/friction_qa/example66,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example66,2026-05-27 18:23:05
1151,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example72,2026-05-27 18:23:05
1152,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example77,2026-05-27 18:23:05
1153,PhysicsLaw/friction_qa/example92,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\friction_qa\example92,2026-05-27 18:23:05
1154,PhysicsLaw/magnetism_qa/example11,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example11,2026-05-27 18:23:05
1155,PhysicsLaw/magnetism_qa/example20,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example20,2026-05-27 18:23:05
1156,PhysicsLaw/magnetism_qa/example27,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example27,2026-05-27 18:23:05
1157,PhysicsLaw/magnetism_qa/example48,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example48,2026-05-27 18:23:05
1158,PhysicsLaw/magnetism_qa/example54,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example54,2026-05-27 18:23:05
1159,PhysicsLaw/magnetism_qa/example96,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\magnetism_qa\example96,2026-05-27 18:23:05
1160,PhysicsLaw/speed_of_sound_qa/example17,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example17,2026-05-27 18:23:05
1161,PhysicsLaw/speed_of_sound_qa/example28,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example28,2026-05-27 18:23:05
1162,PhysicsLaw/speed_of_sound_qa/example39,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example39,2026-05-27 18:23:05
1163,PhysicsLaw/speed_of_sound_qa/example45,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example45,2026-05-27 18:23:05
1164,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example51,2026-05-27 18:23:05
1165,PhysicsLaw/speed_of_sound_qa/example70,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example70,2026-05-27 18:23:05
1166,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example80,2026-05-27 18:23:05
1167,PhysicsLaw/speed_of_sound_qa/example82,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example82,2026-05-27 18:23:05
1168,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example86,2026-05-27 18:23:05
1169,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example91,2026-05-27 18:23:05
1170,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\speed_of_sound_qa\example99,2026-05-27 18:23:05
1171,PhysicsLaw/thermal_expansion_qa/example14,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example14,2026-05-27 18:23:05
1172,PhysicsLaw/thermal_expansion_qa/example27,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example27,2026-05-27 18:23:05
1173,PhysicsLaw/thermal_expansion_qa/example39,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example39,2026-05-27 18:23:05
1174,PhysicsLaw/thermal_expansion_qa/example47,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example47,2026-05-27 18:23:05
1175,PhysicsLaw/thermal_expansion_qa/example48,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example48,2026-05-27 18:23:05
1176,PhysicsLaw/thermal_expansion_qa/example73,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example73,2026-05-27 18:23:05
1177,PhysicsLaw/thermal_expansion_qa/example93,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\PhysicsLaw\thermal_expansion_qa\example93,2026-05-27 18:23:05
1181,Semantic/insert_flower_semantic/example18,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.92534852027893,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example18,2026-05-27 18:23:55
1186,Semantic/insert_flower_semantic/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.3163001537323,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example36,2026-05-27 18:24:46
1190,Semantic/insert_flower_semantic/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,46.22323536872864,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example50,2026-05-27 18:25:34
1192,Semantic/insert_flower_semantic/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,60.06015658378601,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example55,2026-05-27 18:26:36
1198,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,47.00495791435242,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example70,2026-05-27 18:27:24
1201,Semantic/insert_flower_semantic/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,56.49998688697815,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example82,2026-05-27 18:28:22
1203,Semantic/insert_flower_semantic/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.84592270851135,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\insert_flower_semantic\example88,2026-05-27 18:29:09
1206,Semantic/select_book_semantic/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.898967027664185,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example3,2026-05-27 18:29:46
1207,Semantic/select_book_semantic/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.64885878562927,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example5,2026-05-27 18:30:20
1208,Semantic/select_book_semantic/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.954864263534546,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example6,2026-05-27 18:30:53
1211,Semantic/select_book_semantic/example10,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.68905973434448,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example10,2026-05-27 18:31:31
1212,Semantic/select_book_semantic/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.0268337726593,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example11,2026-05-27 18:32:08
1215,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,33.5176043510437,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example14,2026-05-27 18:32:43
1216,Semantic/select_book_semantic/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.09204912185669,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example15,2026-05-27 18:33:25
1222,Semantic/select_book_semantic/example28,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,28.29110026359558,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example28,2026-05-27 18:33:54
1223,Semantic/select_book_semantic/example29,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,24.914266109466553,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example29,2026-05-27 18:34:21
1225,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.2044415473938,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example30,2026-05-27 18:34:54
1228,Semantic/select_book_semantic/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,36.10361289978027,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example35,2026-05-27 18:35:31
1229,Semantic/select_book_semantic/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.93828511238098,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example36,2026-05-27 18:36:05
1231,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.823291778564453,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example39,2026-05-27 18:36:37
1233,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.07830023765564,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example42,2026-05-27 18:37:14
1236,Semantic/select_book_semantic/example46,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.45988893508911,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example46,2026-05-27 18:37:49
1241,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,27.632330894470215,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example53,2026-05-27 18:38:18
1243,Semantic/select_book_semantic/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.74095273017883,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example55,2026-05-27 18:38:56
