run_position,sample_id,track_c_status,track_d_set,replan_R3_status,replan_R3_execution_status,replan_R3_success,replan_R3_progress_score,replan_R3_elapsed_s,case_dir,updated_at
1264,Semantic/select_book_semantic/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,36.581252098083496,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example80,2026-05-28 21:35:46
1267,Semantic/select_book_semantic/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.129241704940796,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example83,2026-05-28 21:36:25
1268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,secondary_diagnostic,C1_qwen_guided_condition_failure,completed,False,0.5,38.965492248535156,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example84,2026-05-28 21:37:06
1272,Semantic/select_book_semantic/example90,C2_qwen_conversion_failure,secondary_diagnostic,C0_qwen_guided_success,completed,True,1.0,39.212074756622314,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example90,2026-05-28 21:37:47
1276,Semantic/select_book_semantic/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,34.18976449966431,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example94,2026-05-28 21:38:23
1278,Semantic/select_book_semantic/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example96,2026-05-28 21:38:23
1280,Semantic/select_book_semantic/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.6255156993866,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_book_semantic\example98,2026-05-28 21:38:58
1285,Semantic/select_chemistry_tube_semantic/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,29.133645057678223,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example2,2026-05-28 21:39:29
1287,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,27.53725576400757,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example5,2026-05-28 21:39:58
1316,Semantic/select_chemistry_tube_semantic/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,32.40625262260437,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example35,2026-05-28 21:40:33
1331,Semantic/select_chemistry_tube_semantic/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.033308267593384,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example51,2026-05-28 21:41:05
1350,Semantic/select_chemistry_tube_semantic/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,26.8760027885437,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example70,2026-05-28 21:41:34
1358,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,29.05368971824646,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example78,2026-05-28 21:42:05
1368,Semantic/select_chemistry_tube_semantic/example89,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example89,2026-05-28 21:42:05
1371,Semantic/select_chemistry_tube_semantic/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,28.05783700942993,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example93,2026-05-28 21:42:35
1372,Semantic/select_chemistry_tube_semantic/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,31.235791444778442,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_chemistry_tube_semantic\example94,2026-05-28 21:43:08
1376,Semantic/select_drink_semantic/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.261953830718994,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example0,2026-05-28 21:43:49
1377,Semantic/select_drink_semantic/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example1,2026-05-28 21:43:49
1378,Semantic/select_drink_semantic/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.5670428276062,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example3,2026-05-28 21:44:27
1379,Semantic/select_drink_semantic/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example7,2026-05-28 21:44:27
1381,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example13,2026-05-28 21:44:27
1385,Semantic/select_drink_semantic/example21,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example21,2026-05-28 21:44:27
1388,Semantic/select_drink_semantic/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example35,2026-05-28 21:44:27
1389,Semantic/select_drink_semantic/example37,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example37,2026-05-28 21:44:27
1391,Semantic/select_drink_semantic/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example39,2026-05-28 21:44:27
1392,Semantic/select_drink_semantic/example40,C2_qwen_conversion_failure,secondary_diagnostic,C0_qwen_guided_success,completed,True,1.0,34.023590087890625,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example40,2026-05-28 21:45:03
1393,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example42,2026-05-28 21:45:03
1394,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example47,2026-05-28 21:45:03
1397,Semantic/select_drink_semantic/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.360655069351196,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example52,2026-05-28 21:45:37
1398,Semantic/select_drink_semantic/example54,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.22850799560547,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example54,2026-05-28 21:46:17
1399,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.3321738243103,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example55,2026-05-28 21:46:55
1400,Semantic/select_drink_semantic/example59,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.47986960411072,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example59,2026-05-28 21:47:30
1402,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example64,2026-05-28 21:47:30
1403,Semantic/select_drink_semantic/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.77886438369751,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example67,2026-05-28 21:48:11
1404,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example70,2026-05-28 21:48:11
1405,Semantic/select_drink_semantic/example72,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,33.84182119369507,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example72,2026-05-28 21:48:46
1407,Semantic/select_drink_semantic/example75,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example75,2026-05-28 21:48:46
1409,Semantic/select_drink_semantic/example90,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example90,2026-05-28 21:48:46
1411,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.1179883480072,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example93,2026-05-28 21:49:20
1412,Semantic/select_drink_semantic/example94,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example94,2026-05-28 21:49:20
1413,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_drink_semantic\example95,2026-05-28 21:49:20
1435,Semantic/select_fruit_semantic/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.20726537704468,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example20,2026-05-28 21:50:03
1439,Semantic/select_fruit_semantic/example25,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example25,2026-05-28 21:50:03
1450,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.26205277442932,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example37,2026-05-28 21:50:50
1462,Semantic/select_fruit_semantic/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.421223640441895,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example50,2026-05-28 21:51:31
1463,Semantic/select_fruit_semantic/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.105738401412964,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example51,2026-05-28 21:52:26
1464,Semantic/select_fruit_semantic/example52,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_fruit_semantic\example52,2026-05-28 21:52:26
1513,Semantic/select_poker_semantic/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,48.953423261642456,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example1,2026-05-28 21:53:17
1514,Semantic/select_poker_semantic/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.92412710189819,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example2,2026-05-28 21:54:07
1516,Semantic/select_poker_semantic/example4,C2_qwen_conversion_failure,secondary_diagnostic,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example4,2026-05-28 21:54:07
1517,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example5,2026-05-28 21:54:07
1518,Semantic/select_poker_semantic/example6,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example6,2026-05-28 21:54:07
1519,Semantic/select_poker_semantic/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,38.72313070297241,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example7,2026-05-28 21:54:48
1520,Semantic/select_poker_semantic/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,55.00909733772278,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example8,2026-05-28 21:55:45
1522,Semantic/select_poker_semantic/example10,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,40.520246744155884,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example10,2026-05-28 21:56:28
1523,Semantic/select_poker_semantic/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.527114391326904,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example11,2026-05-28 21:57:16
1524,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.91135907173157,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example12,2026-05-28 21:57:56
1525,Semantic/select_poker_semantic/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,38.53915500640869,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example13,2026-05-28 21:58:36
1526,Semantic/select_poker_semantic/example14,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example14,2026-05-28 21:58:36
1528,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,38.493597984313965,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example16,2026-05-28 21:59:17
1529,Semantic/select_poker_semantic/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example17,2026-05-28 21:59:17
1530,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,40.992619037628174,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example18,2026-05-28 22:00:00
1532,Semantic/select_poker_semantic/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example20,2026-05-28 22:00:00
1533,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example21,2026-05-28 22:00:00
1534,Semantic/select_poker_semantic/example22,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example22,2026-05-28 22:00:00
1535,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example23,2026-05-28 22:00:00
1536,Semantic/select_poker_semantic/example24,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example24,2026-05-28 22:00:00
1537,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example25,2026-05-28 22:00:00
1538,Semantic/select_poker_semantic/example26,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,39.470152378082275,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example26,2026-05-28 22:00:41
1539,Semantic/select_poker_semantic/example27,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example27,2026-05-28 22:00:41
1540,Semantic/select_poker_semantic/example28,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.466503858566284,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example28,2026-05-28 22:01:21
1541,Semantic/select_poker_semantic/example29,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example29,2026-05-28 22:01:21
1543,Semantic/select_poker_semantic/example31,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example31,2026-05-28 22:01:21
1545,Semantic/select_poker_semantic/example33,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.01864814758301,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example33,2026-05-28 22:02:09
1546,Semantic/select_poker_semantic/example34,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,42.835811376571655,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example34,2026-05-28 22:02:53
1547,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example35,2026-05-28 22:02:53
1548,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.45406365394592,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example36,2026-05-28 22:03:33
1550,Semantic/select_poker_semantic/example38,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example38,2026-05-28 22:03:33
1552,Semantic/select_poker_semantic/example40,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,40.291290283203125,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example40,2026-05-28 22:04:15
1553,Semantic/select_poker_semantic/example41,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example41,2026-05-28 22:04:15
1554,Semantic/select_poker_semantic/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,36.340973138809204,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example42,2026-05-28 22:04:53
1555,Semantic/select_poker_semantic/example43,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,35.85599756240845,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example43,2026-05-28 22:05:31
1556,Semantic/select_poker_semantic/example44,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example44,2026-05-28 22:05:31
1558,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,51.31545662879944,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example46,2026-05-28 22:06:25
1559,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,34.686941385269165,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example47,2026-05-28 22:07:01
1560,Semantic/select_poker_semantic/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example48,2026-05-28 22:07:01
1561,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,secondary_diagnostic,C0_qwen_guided_success,completed,True,1.0,40.387831926345825,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example49,2026-05-28 22:07:43
1562,Semantic/select_poker_semantic/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,43.529598236083984,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example50,2026-05-28 22:08:29
1563,Semantic/select_poker_semantic/example51,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example51,2026-05-28 22:08:29
1564,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example52,2026-05-28 22:08:29
1565,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example53,2026-05-28 22:08:29
1566,Semantic/select_poker_semantic/example54,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,38.84883761405945,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example54,2026-05-28 22:09:10
1569,Semantic/select_poker_semantic/example57,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example57,2026-05-28 22:09:10
1570,Semantic/select_poker_semantic/example58,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.072020053863525,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Semantic\select_poker_semantic\example58,2026-05-28 22:09:56
