sample_id,category,task_name,example,gt_sequence_length,gt_skills,source_split
M&T/select_poker/example5,M&T,select_poker,example5,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example6,M&T,select_poker,example6,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example7,M&T,select_poker,example7,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example8,M&T,select_poker,example8,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example9,M&T,select_poker,example9,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example10,M&T,select_poker,example10,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example11,M&T,select_poker,example11,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example12,M&T,select_poker,example12,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example13,M&T,select_poker,example13,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example14,M&T,select_poker,example14,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example15,M&T,select_poker,example15,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example16,M&T,select_poker,example16,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example17,M&T,select_poker,example17,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example18,M&T,select_poker,example18,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example19,M&T,select_poker,example19,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example20,M&T,select_poker,example20,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example21,M&T,select_poker,example21,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example22,M&T,select_poker,example22,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example23,M&T,select_poker,example23,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example24,M&T,select_poker,example24,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example25,M&T,select_poker,example25,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example26,M&T,select_poker,example26,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example27,M&T,select_poker,example27,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example28,M&T,select_poker,example28,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example29,M&T,select_poker,example29,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example30,M&T,select_poker,example30,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example31,M&T,select_poker,example31,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example32,M&T,select_poker,example32,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example33,M&T,select_poker,example33,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example34,M&T,select_poker,example34,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example35,M&T,select_poker,example35,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example36,M&T,select_poker,example36,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example37,M&T,select_poker,example37,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example39,M&T,select_poker,example39,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example38,M&T,select_poker,example38,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example40,M&T,select_poker,example40,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example41,M&T,select_poker,example41,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example42,M&T,select_poker,example42,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example43,M&T,select_poker,example43,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example44,M&T,select_poker,example44,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example45,M&T,select_poker,example45,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example46,M&T,select_poker,example46,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example47,M&T,select_poker,example47,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example48,M&T,select_poker,example48,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example49,M&T,select_poker,example49,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example50,M&T,select_poker,example50,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example51,M&T,select_poker,example51,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example52,M&T,select_poker,example52,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example53,M&T,select_poker,example53,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example54,M&T,select_poker,example54,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example55,M&T,select_poker,example55,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example56,M&T,select_poker,example56,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example57,M&T,select_poker,example57,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example58,M&T,select_poker,example58,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example59,M&T,select_poker,example59,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example60,M&T,select_poker,example60,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example61,M&T,select_poker,example61,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example63,M&T,select_poker,example63,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example62,M&T,select_poker,example62,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example64,M&T,select_poker,example64,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example65,M&T,select_poker,example65,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example67,M&T,select_poker,example67,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example66,M&T,select_poker,example66,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example68,M&T,select_poker,example68,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example69,M&T,select_poker,example69,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example70,M&T,select_poker,example70,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example71,M&T,select_poker,example71,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example72,M&T,select_poker,example72,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example73,M&T,select_poker,example73,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example74,M&T,select_poker,example74,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example75,M&T,select_poker,example75,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example76,M&T,select_poker,example76,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example77,M&T,select_poker,example77,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example78,M&T,select_poker,example78,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example79,M&T,select_poker,example79,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example80,M&T,select_poker,example80,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example81,M&T,select_poker,example81,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example82,M&T,select_poker,example82,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example83,M&T,select_poker,example83,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example84,M&T,select_poker,example84,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example85,M&T,select_poker,example85,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example86,M&T,select_poker,example86,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example87,M&T,select_poker,example87,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example88,M&T,select_poker,example88,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example89,M&T,select_poker,example89,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example90,M&T,select_poker,example90,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example91,M&T,select_poker,example91,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example92,M&T,select_poker,example92,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example93,M&T,select_poker,example93,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example94,M&T,select_poker,example94,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example95,M&T,select_poker,example95,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example96,M&T,select_poker,example96,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example97,M&T,select_poker,example97,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example98,M&T,select_poker,example98,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_poker/example99,M&T,select_poker,example99,2,pick>lift,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example0,M&T,select_toy,example0,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example1,M&T,select_toy,example1,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example2,M&T,select_toy,example2,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example3,M&T,select_toy,example3,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example4,M&T,select_toy,example4,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example5,M&T,select_toy,example5,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example6,M&T,select_toy,example6,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example7,M&T,select_toy,example7,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example8,M&T,select_toy,example8,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example9,M&T,select_toy,example9,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example10,M&T,select_toy,example10,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example11,M&T,select_toy,example11,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example12,M&T,select_toy,example12,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example13,M&T,select_toy,example13,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example14,M&T,select_toy,example14,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example15,M&T,select_toy,example15,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example16,M&T,select_toy,example16,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example17,M&T,select_toy,example17,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example18,M&T,select_toy,example18,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example19,M&T,select_toy,example19,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example20,M&T,select_toy,example20,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example21,M&T,select_toy,example21,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example22,M&T,select_toy,example22,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example23,M&T,select_toy,example23,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example24,M&T,select_toy,example24,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example25,M&T,select_toy,example25,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example26,M&T,select_toy,example26,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example27,M&T,select_toy,example27,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example28,M&T,select_toy,example28,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example29,M&T,select_toy,example29,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example30,M&T,select_toy,example30,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example31,M&T,select_toy,example31,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example32,M&T,select_toy,example32,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example33,M&T,select_toy,example33,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example34,M&T,select_toy,example34,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example35,M&T,select_toy,example35,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example36,M&T,select_toy,example36,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example37,M&T,select_toy,example37,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example38,M&T,select_toy,example38,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example39,M&T,select_toy,example39,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example40,M&T,select_toy,example40,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example41,M&T,select_toy,example41,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example42,M&T,select_toy,example42,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example43,M&T,select_toy,example43,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example44,M&T,select_toy,example44,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example45,M&T,select_toy,example45,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example46,M&T,select_toy,example46,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example47,M&T,select_toy,example47,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example48,M&T,select_toy,example48,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example49,M&T,select_toy,example49,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example50,M&T,select_toy,example50,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example51,M&T,select_toy,example51,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example52,M&T,select_toy,example52,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example53,M&T,select_toy,example53,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example54,M&T,select_toy,example54,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example55,M&T,select_toy,example55,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example56,M&T,select_toy,example56,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example57,M&T,select_toy,example57,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example58,M&T,select_toy,example58,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example59,M&T,select_toy,example59,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example60,M&T,select_toy,example60,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example61,M&T,select_toy,example61,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example62,M&T,select_toy,example62,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example63,M&T,select_toy,example63,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example64,M&T,select_toy,example64,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example65,M&T,select_toy,example65,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example66,M&T,select_toy,example66,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example67,M&T,select_toy,example67,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example68,M&T,select_toy,example68,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example69,M&T,select_toy,example69,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example70,M&T,select_toy,example70,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example71,M&T,select_toy,example71,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example72,M&T,select_toy,example72,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example73,M&T,select_toy,example73,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example74,M&T,select_toy,example74,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example75,M&T,select_toy,example75,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example76,M&T,select_toy,example76,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example77,M&T,select_toy,example77,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example78,M&T,select_toy,example78,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example79,M&T,select_toy,example79,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example80,M&T,select_toy,example80,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example81,M&T,select_toy,example81,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example82,M&T,select_toy,example82,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example83,M&T,select_toy,example83,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example84,M&T,select_toy,example84,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example85,M&T,select_toy,example85,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example86,M&T,select_toy,example86,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example87,M&T,select_toy,example87,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example88,M&T,select_toy,example88,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example89,M&T,select_toy,example89,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example90,M&T,select_toy,example90,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example91,M&T,select_toy,example91,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example92,M&T,select_toy,example92,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example93,M&T,select_toy,example93,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example94,M&T,select_toy,example94,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example95,M&T,select_toy,example95,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example96,M&T,select_toy,example96,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example97,M&T,select_toy,example97,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example98,M&T,select_toy,example98,2,pick>place,VLABench/vlm_evaluation_v1.0_public
M&T/select_toy/example99,M&T,select_toy,example99,2,pick>place,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example0,PhysicsLaw,density_qa,example0,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example1,PhysicsLaw,density_qa,example1,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example2,PhysicsLaw,density_qa,example2,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example3,PhysicsLaw,density_qa,example3,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example4,PhysicsLaw,density_qa,example4,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example5,PhysicsLaw,density_qa,example5,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example6,PhysicsLaw,density_qa,example6,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example7,PhysicsLaw,density_qa,example7,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example8,PhysicsLaw,density_qa,example8,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example9,PhysicsLaw,density_qa,example9,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example10,PhysicsLaw,density_qa,example10,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example11,PhysicsLaw,density_qa,example11,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example12,PhysicsLaw,density_qa,example12,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example13,PhysicsLaw,density_qa,example13,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example14,PhysicsLaw,density_qa,example14,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example15,PhysicsLaw,density_qa,example15,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example16,PhysicsLaw,density_qa,example16,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example17,PhysicsLaw,density_qa,example17,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example18,PhysicsLaw,density_qa,example18,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example19,PhysicsLaw,density_qa,example19,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example20,PhysicsLaw,density_qa,example20,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example21,PhysicsLaw,density_qa,example21,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example22,PhysicsLaw,density_qa,example22,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example23,PhysicsLaw,density_qa,example23,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example24,PhysicsLaw,density_qa,example24,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example25,PhysicsLaw,density_qa,example25,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example26,PhysicsLaw,density_qa,example26,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example27,PhysicsLaw,density_qa,example27,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example28,PhysicsLaw,density_qa,example28,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example29,PhysicsLaw,density_qa,example29,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example30,PhysicsLaw,density_qa,example30,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example31,PhysicsLaw,density_qa,example31,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example32,PhysicsLaw,density_qa,example32,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example33,PhysicsLaw,density_qa,example33,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example34,PhysicsLaw,density_qa,example34,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example35,PhysicsLaw,density_qa,example35,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example36,PhysicsLaw,density_qa,example36,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example37,PhysicsLaw,density_qa,example37,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example38,PhysicsLaw,density_qa,example38,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example39,PhysicsLaw,density_qa,example39,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example40,PhysicsLaw,density_qa,example40,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example41,PhysicsLaw,density_qa,example41,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example42,PhysicsLaw,density_qa,example42,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example43,PhysicsLaw,density_qa,example43,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example44,PhysicsLaw,density_qa,example44,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example45,PhysicsLaw,density_qa,example45,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example46,PhysicsLaw,density_qa,example46,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example47,PhysicsLaw,density_qa,example47,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example48,PhysicsLaw,density_qa,example48,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example49,PhysicsLaw,density_qa,example49,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example50,PhysicsLaw,density_qa,example50,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example51,PhysicsLaw,density_qa,example51,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example52,PhysicsLaw,density_qa,example52,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example53,PhysicsLaw,density_qa,example53,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example54,PhysicsLaw,density_qa,example54,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example55,PhysicsLaw,density_qa,example55,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example56,PhysicsLaw,density_qa,example56,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example57,PhysicsLaw,density_qa,example57,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example58,PhysicsLaw,density_qa,example58,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example59,PhysicsLaw,density_qa,example59,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example60,PhysicsLaw,density_qa,example60,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example61,PhysicsLaw,density_qa,example61,1,press,VLABench/vlm_evaluation_v1.0_public
PhysicsLaw/density_qa/example62,PhysicsLaw,density_qa,example62,1,press,VLABench/vlm_evaluation_v1.0_public
