sample_id,category,task_name,example,gt_skill_pattern,execution_candidate_reason
Semantic/add_condiment_semantic/example32,Semantic,add_condiment_semantic,example32,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example33,Semantic,add_condiment_semantic,example33,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example34,Semantic,add_condiment_semantic,example34,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example35,Semantic,add_condiment_semantic,example35,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example36,Semantic,add_condiment_semantic,example36,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example37,Semantic,add_condiment_semantic,example37,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example38,Semantic,add_condiment_semantic,example38,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example39,Semantic,add_condiment_semantic,example39,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example40,Semantic,add_condiment_semantic,example40,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example41,Semantic,add_condiment_semantic,example41,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example42,Semantic,add_condiment_semantic,example42,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example43,Semantic,add_condiment_semantic,example43,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example44,Semantic,add_condiment_semantic,example44,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example45,Semantic,add_condiment_semantic,example45,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example46,Semantic,add_condiment_semantic,example46,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example47,Semantic,add_condiment_semantic,example47,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example48,Semantic,add_condiment_semantic,example48,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example49,Semantic,add_condiment_semantic,example49,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example50,Semantic,add_condiment_semantic,example50,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example51,Semantic,add_condiment_semantic,example51,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example52,Semantic,add_condiment_semantic,example52,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example53,Semantic,add_condiment_semantic,example53,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example54,Semantic,add_condiment_semantic,example54,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example55,Semantic,add_condiment_semantic,example55,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example56,Semantic,add_condiment_semantic,example56,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example57,Semantic,add_condiment_semantic,example57,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example58,Semantic,add_condiment_semantic,example58,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example59,Semantic,add_condiment_semantic,example59,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example60,Semantic,add_condiment_semantic,example60,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example61,Semantic,add_condiment_semantic,example61,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example62,Semantic,add_condiment_semantic,example62,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example63,Semantic,add_condiment_semantic,example63,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example64,Semantic,add_condiment_semantic,example64,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example65,Semantic,add_condiment_semantic,example65,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example66,Semantic,add_condiment_semantic,example66,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example67,Semantic,add_condiment_semantic,example67,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example68,Semantic,add_condiment_semantic,example68,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example69,Semantic,add_condiment_semantic,example69,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example70,Semantic,add_condiment_semantic,example70,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example71,Semantic,add_condiment_semantic,example71,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example72,Semantic,add_condiment_semantic,example72,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example73,Semantic,add_condiment_semantic,example73,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example74,Semantic,add_condiment_semantic,example74,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example75,Semantic,add_condiment_semantic,example75,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example76,Semantic,add_condiment_semantic,example76,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example77,Semantic,add_condiment_semantic,example77,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example78,Semantic,add_condiment_semantic,example78,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example79,Semantic,add_condiment_semantic,example79,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example80,Semantic,add_condiment_semantic,example80,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example81,Semantic,add_condiment_semantic,example81,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example82,Semantic,add_condiment_semantic,example82,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example83,Semantic,add_condiment_semantic,example83,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example84,Semantic,add_condiment_semantic,example84,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example85,Semantic,add_condiment_semantic,example85,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example86,Semantic,add_condiment_semantic,example86,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example87,Semantic,add_condiment_semantic,example87,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example88,Semantic,add_condiment_semantic,example88,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example89,Semantic,add_condiment_semantic,example89,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example90,Semantic,add_condiment_semantic,example90,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example91,Semantic,add_condiment_semantic,example91,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example92,Semantic,add_condiment_semantic,example92,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example93,Semantic,add_condiment_semantic,example93,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example94,Semantic,add_condiment_semantic,example94,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example95,Semantic,add_condiment_semantic,example95,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example96,Semantic,add_condiment_semantic,example96,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example97,Semantic,add_condiment_semantic,example97,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example98,Semantic,add_condiment_semantic,example98,pick>pour,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example99,Semantic,add_condiment_semantic,example99,pick>pour,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example0,Semantic,insert_flower_semantic,example0,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example1,Semantic,insert_flower_semantic,example1,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example2,Semantic,insert_flower_semantic,example2,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example3,Semantic,insert_flower_semantic,example3,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example4,Semantic,insert_flower_semantic,example4,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example5,Semantic,insert_flower_semantic,example5,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example6,Semantic,insert_flower_semantic,example6,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example7,Semantic,insert_flower_semantic,example7,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example8,Semantic,insert_flower_semantic,example8,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example9,Semantic,insert_flower_semantic,example9,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example10,Semantic,insert_flower_semantic,example10,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example11,Semantic,insert_flower_semantic,example11,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example12,Semantic,insert_flower_semantic,example12,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example13,Semantic,insert_flower_semantic,example13,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example14,Semantic,insert_flower_semantic,example14,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example15,Semantic,insert_flower_semantic,example15,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example16,Semantic,insert_flower_semantic,example16,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example17,Semantic,insert_flower_semantic,example17,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example18,Semantic,insert_flower_semantic,example18,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example19,Semantic,insert_flower_semantic,example19,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example20,Semantic,insert_flower_semantic,example20,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example21,Semantic,insert_flower_semantic,example21,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example22,Semantic,insert_flower_semantic,example22,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example23,Semantic,insert_flower_semantic,example23,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example24,Semantic,insert_flower_semantic,example24,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example25,Semantic,insert_flower_semantic,example25,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example26,Semantic,insert_flower_semantic,example26,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example27,Semantic,insert_flower_semantic,example27,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example28,Semantic,insert_flower_semantic,example28,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example29,Semantic,insert_flower_semantic,example29,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example30,Semantic,insert_flower_semantic,example30,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example31,Semantic,insert_flower_semantic,example31,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example32,Semantic,insert_flower_semantic,example32,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example33,Semantic,insert_flower_semantic,example33,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example34,Semantic,insert_flower_semantic,example34,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example35,Semantic,insert_flower_semantic,example35,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example36,Semantic,insert_flower_semantic,example36,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example37,Semantic,insert_flower_semantic,example37,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example38,Semantic,insert_flower_semantic,example38,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example39,Semantic,insert_flower_semantic,example39,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example40,Semantic,insert_flower_semantic,example40,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example41,Semantic,insert_flower_semantic,example41,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example42,Semantic,insert_flower_semantic,example42,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example43,Semantic,insert_flower_semantic,example43,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example44,Semantic,insert_flower_semantic,example44,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example45,Semantic,insert_flower_semantic,example45,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example46,Semantic,insert_flower_semantic,example46,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example47,Semantic,insert_flower_semantic,example47,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example48,Semantic,insert_flower_semantic,example48,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example49,Semantic,insert_flower_semantic,example49,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example50,Semantic,insert_flower_semantic,example50,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example51,Semantic,insert_flower_semantic,example51,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example52,Semantic,insert_flower_semantic,example52,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example53,Semantic,insert_flower_semantic,example53,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example54,Semantic,insert_flower_semantic,example54,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example55,Semantic,insert_flower_semantic,example55,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example56,Semantic,insert_flower_semantic,example56,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example57,Semantic,insert_flower_semantic,example57,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example58,Semantic,insert_flower_semantic,example58,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example59,Semantic,insert_flower_semantic,example59,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example60,Semantic,insert_flower_semantic,example60,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example61,Semantic,insert_flower_semantic,example61,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example62,Semantic,insert_flower_semantic,example62,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example63,Semantic,insert_flower_semantic,example63,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example64,Semantic,insert_flower_semantic,example64,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example65,Semantic,insert_flower_semantic,example65,pick>insert,S0_generic_compatible_preload_target
Semantic/add_condiment_semantic/example6,Semantic,add_condiment_semantic,example6,pick>pour,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example66,Semantic,insert_flower_semantic,example66,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example67,Semantic,insert_flower_semantic,example67,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example68,Semantic,insert_flower_semantic,example68,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example69,Semantic,insert_flower_semantic,example69,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example71,Semantic,insert_flower_semantic,example71,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example72,Semantic,insert_flower_semantic,example72,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example73,Semantic,insert_flower_semantic,example73,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example74,Semantic,insert_flower_semantic,example74,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example75,Semantic,insert_flower_semantic,example75,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example76,Semantic,insert_flower_semantic,example76,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example77,Semantic,insert_flower_semantic,example77,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example78,Semantic,insert_flower_semantic,example78,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example79,Semantic,insert_flower_semantic,example79,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example80,Semantic,insert_flower_semantic,example80,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example81,Semantic,insert_flower_semantic,example81,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example82,Semantic,insert_flower_semantic,example82,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example83,Semantic,insert_flower_semantic,example83,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example84,Semantic,insert_flower_semantic,example84,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example85,Semantic,insert_flower_semantic,example85,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example86,Semantic,insert_flower_semantic,example86,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example87,Semantic,insert_flower_semantic,example87,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example88,Semantic,insert_flower_semantic,example88,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example89,Semantic,insert_flower_semantic,example89,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example90,Semantic,insert_flower_semantic,example90,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example91,Semantic,insert_flower_semantic,example91,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example92,Semantic,insert_flower_semantic,example92,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example93,Semantic,insert_flower_semantic,example93,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example94,Semantic,insert_flower_semantic,example94,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example95,Semantic,insert_flower_semantic,example95,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example96,Semantic,insert_flower_semantic,example96,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example97,Semantic,insert_flower_semantic,example97,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example98,Semantic,insert_flower_semantic,example98,pick>insert,S0_generic_compatible_preload_target
Semantic/insert_flower_semantic/example99,Semantic,insert_flower_semantic,example99,pick>insert,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example0,Semantic,select_billiards_semantic,example0,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example1,Semantic,select_billiards_semantic,example1,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example2,Semantic,select_billiards_semantic,example2,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example3,Semantic,select_billiards_semantic,example3,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example4,Semantic,select_billiards_semantic,example4,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example5,Semantic,select_billiards_semantic,example5,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example6,Semantic,select_billiards_semantic,example6,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example7,Semantic,select_billiards_semantic,example7,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example8,Semantic,select_billiards_semantic,example8,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example9,Semantic,select_billiards_semantic,example9,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example10,Semantic,select_billiards_semantic,example10,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example11,Semantic,select_billiards_semantic,example11,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example12,Semantic,select_billiards_semantic,example12,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example13,Semantic,select_billiards_semantic,example13,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example14,Semantic,select_billiards_semantic,example14,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example15,Semantic,select_billiards_semantic,example15,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example16,Semantic,select_billiards_semantic,example16,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example17,Semantic,select_billiards_semantic,example17,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example18,Semantic,select_billiards_semantic,example18,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example19,Semantic,select_billiards_semantic,example19,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example20,Semantic,select_billiards_semantic,example20,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example21,Semantic,select_billiards_semantic,example21,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example22,Semantic,select_billiards_semantic,example22,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example23,Semantic,select_billiards_semantic,example23,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example24,Semantic,select_billiards_semantic,example24,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example25,Semantic,select_billiards_semantic,example25,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example26,Semantic,select_billiards_semantic,example26,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example27,Semantic,select_billiards_semantic,example27,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example28,Semantic,select_billiards_semantic,example28,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example29,Semantic,select_billiards_semantic,example29,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example30,Semantic,select_billiards_semantic,example30,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example31,Semantic,select_billiards_semantic,example31,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example32,Semantic,select_billiards_semantic,example32,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example33,Semantic,select_billiards_semantic,example33,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example34,Semantic,select_billiards_semantic,example34,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example35,Semantic,select_billiards_semantic,example35,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example36,Semantic,select_billiards_semantic,example36,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example37,Semantic,select_billiards_semantic,example37,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example38,Semantic,select_billiards_semantic,example38,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example39,Semantic,select_billiards_semantic,example39,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example40,Semantic,select_billiards_semantic,example40,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example41,Semantic,select_billiards_semantic,example41,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example42,Semantic,select_billiards_semantic,example42,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example43,Semantic,select_billiards_semantic,example43,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example44,Semantic,select_billiards_semantic,example44,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example45,Semantic,select_billiards_semantic,example45,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example46,Semantic,select_billiards_semantic,example46,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example47,Semantic,select_billiards_semantic,example47,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example48,Semantic,select_billiards_semantic,example48,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example49,Semantic,select_billiards_semantic,example49,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example50,Semantic,select_billiards_semantic,example50,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example51,Semantic,select_billiards_semantic,example51,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example52,Semantic,select_billiards_semantic,example52,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example53,Semantic,select_billiards_semantic,example53,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example54,Semantic,select_billiards_semantic,example54,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example55,Semantic,select_billiards_semantic,example55,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example56,Semantic,select_billiards_semantic,example56,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example57,Semantic,select_billiards_semantic,example57,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example58,Semantic,select_billiards_semantic,example58,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example59,Semantic,select_billiards_semantic,example59,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example60,Semantic,select_billiards_semantic,example60,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example61,Semantic,select_billiards_semantic,example61,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example62,Semantic,select_billiards_semantic,example62,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example63,Semantic,select_billiards_semantic,example63,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example64,Semantic,select_billiards_semantic,example64,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example65,Semantic,select_billiards_semantic,example65,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example66,Semantic,select_billiards_semantic,example66,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example67,Semantic,select_billiards_semantic,example67,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example68,Semantic,select_billiards_semantic,example68,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example69,Semantic,select_billiards_semantic,example69,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example70,Semantic,select_billiards_semantic,example70,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example71,Semantic,select_billiards_semantic,example71,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example73,Semantic,select_billiards_semantic,example73,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example72,Semantic,select_billiards_semantic,example72,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example74,Semantic,select_billiards_semantic,example74,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example75,Semantic,select_billiards_semantic,example75,pick>place,S0_generic_compatible_preload_target
Semantic/select_billiards_semantic/example76,Semantic,select_billiards_semantic,example76,pick>place,S0_generic_compatible_preload_target
