sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
1675,M&T/select_toy/example74,M&T,select_toy,example74,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example74,2026-05-20 01:11:17
1676,M&T/select_toy/example75,M&T,select_toy,example75,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example75,2026-05-20 01:12:58
1677,M&T/select_toy/example76,M&T,select_toy,example76,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example76,2026-05-20 01:14:51
1678,M&T/select_toy/example77,M&T,select_toy,example77,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example77,2026-05-20 01:16:39
1679,M&T/select_toy/example78,M&T,select_toy,example78,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example78,2026-05-20 01:18:25
1680,M&T/select_toy/example79,M&T,select_toy,example79,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example79,2026-05-20 01:20:24
1681,M&T/select_toy/example80,M&T,select_toy,example80,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example80,2026-05-20 01:22:12
1682,M&T/select_toy/example81,M&T,select_toy,example81,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example81,2026-05-20 01:23:53
1683,M&T/select_toy/example82,M&T,select_toy,example82,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example82,2026-05-20 01:25:36
1684,M&T/select_toy/example83,M&T,select_toy,example83,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example83,2026-05-20 01:27:12
1685,M&T/select_toy/example84,M&T,select_toy,example84,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example84,2026-05-20 01:29:02
1686,M&T/select_toy/example85,M&T,select_toy,example85,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example85,2026-05-20 01:30:40
1687,M&T/select_toy/example86,M&T,select_toy,example86,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example86,2026-05-20 01:32:30
1688,M&T/select_toy/example87,M&T,select_toy,example87,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example87,2026-05-20 01:34:27
1689,M&T/select_toy/example88,M&T,select_toy,example88,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example88,2026-05-20 01:36:31
1690,M&T/select_toy/example89,M&T,select_toy,example89,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example89,2026-05-20 01:38:45
1691,M&T/select_toy/example90,M&T,select_toy,example90,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example90,2026-05-20 01:40:50
1692,M&T/select_toy/example91,M&T,select_toy,example91,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example91,2026-05-20 01:42:44
1693,M&T/select_toy/example92,M&T,select_toy,example92,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example92,2026-05-20 01:44:41
1694,M&T/select_toy/example93,M&T,select_toy,example93,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example93,2026-05-20 01:46:36
1695,M&T/select_toy/example94,M&T,select_toy,example94,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example94,2026-05-20 01:48:28
1696,M&T/select_toy/example95,M&T,select_toy,example95,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example95,2026-05-20 01:50:17
1697,M&T/select_toy/example96,M&T,select_toy,example96,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example96,2026-05-20 01:51:54
1698,M&T/select_toy/example97,M&T,select_toy,example97,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example97,2026-05-20 01:53:39
1699,M&T/select_toy/example98,M&T,select_toy,example98,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example98,2026-05-20 01:55:24
1700,M&T/select_toy/example99,M&T,select_toy,example99,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_toy\example99,2026-05-20 01:57:14
1701,PhysicsLaw/density_qa/example0,PhysicsLaw,density_qa,example0,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example0,2026-05-20 01:58:36
1702,PhysicsLaw/density_qa/example1,PhysicsLaw,density_qa,example1,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example1,2026-05-20 01:59:58
1703,PhysicsLaw/density_qa/example2,PhysicsLaw,density_qa,example2,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example2,2026-05-20 02:01:21
1704,PhysicsLaw/density_qa/example3,PhysicsLaw,density_qa,example3,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example3,2026-05-20 02:02:42
1705,PhysicsLaw/density_qa/example4,PhysicsLaw,density_qa,example4,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example4,2026-05-20 02:03:56
1706,PhysicsLaw/density_qa/example5,PhysicsLaw,density_qa,example5,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example5,2026-05-20 02:05:18
1707,PhysicsLaw/density_qa/example6,PhysicsLaw,density_qa,example6,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example6,2026-05-20 02:06:42
1708,PhysicsLaw/density_qa/example7,PhysicsLaw,density_qa,example7,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example7,2026-05-20 02:08:06
1709,PhysicsLaw/density_qa/example8,PhysicsLaw,density_qa,example8,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example8,2026-05-20 02:09:21
1710,PhysicsLaw/density_qa/example9,PhysicsLaw,density_qa,example9,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example9,2026-05-20 02:10:44
1711,PhysicsLaw/density_qa/example10,PhysicsLaw,density_qa,example10,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example10,2026-05-20 02:12:02
1712,PhysicsLaw/density_qa/example11,PhysicsLaw,density_qa,example11,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example11,2026-05-20 02:13:22
1713,PhysicsLaw/density_qa/example12,PhysicsLaw,density_qa,example12,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example12,2026-05-20 02:14:41
1714,PhysicsLaw/density_qa/example13,PhysicsLaw,density_qa,example13,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example13,2026-05-20 02:16:05
1715,PhysicsLaw/density_qa/example14,PhysicsLaw,density_qa,example14,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example14,2026-05-20 02:17:25
1716,PhysicsLaw/density_qa/example15,PhysicsLaw,density_qa,example15,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example15,2026-05-20 02:18:46
1717,PhysicsLaw/density_qa/example16,PhysicsLaw,density_qa,example16,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example16,2026-05-20 02:20:11
1718,PhysicsLaw/density_qa/example17,PhysicsLaw,density_qa,example17,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example17,2026-05-20 02:21:35
1719,PhysicsLaw/density_qa/example18,PhysicsLaw,density_qa,example18,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example18,2026-05-20 02:22:58
1720,PhysicsLaw/density_qa/example19,PhysicsLaw,density_qa,example19,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example19,2026-05-20 02:24:25
1721,PhysicsLaw/density_qa/example20,PhysicsLaw,density_qa,example20,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example20,2026-05-20 02:25:44
1722,PhysicsLaw/density_qa/example21,PhysicsLaw,density_qa,example21,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example21,2026-05-20 02:27:01
1723,PhysicsLaw/density_qa/example22,PhysicsLaw,density_qa,example22,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example22,2026-05-20 02:28:18
1724,PhysicsLaw/density_qa/example23,PhysicsLaw,density_qa,example23,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example23,2026-05-20 02:29:41
1725,PhysicsLaw/density_qa/example24,PhysicsLaw,density_qa,example24,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example24,2026-05-20 02:31:02
1726,PhysicsLaw/density_qa/example25,PhysicsLaw,density_qa,example25,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example25,2026-05-20 02:32:26
1727,PhysicsLaw/density_qa/example26,PhysicsLaw,density_qa,example26,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example26,2026-05-20 02:33:42
1728,PhysicsLaw/density_qa/example27,PhysicsLaw,density_qa,example27,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example27,2026-05-20 02:35:04
1729,PhysicsLaw/density_qa/example28,PhysicsLaw,density_qa,example28,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example28,2026-05-20 02:36:21
1730,PhysicsLaw/density_qa/example29,PhysicsLaw,density_qa,example29,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example29,2026-05-20 02:37:46
1731,PhysicsLaw/density_qa/example30,PhysicsLaw,density_qa,example30,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example30,2026-05-20 02:39:08
1732,PhysicsLaw/density_qa/example31,PhysicsLaw,density_qa,example31,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example31,2026-05-20 02:40:31
1733,PhysicsLaw/density_qa/example32,PhysicsLaw,density_qa,example32,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example32,2026-05-20 02:41:54
1734,PhysicsLaw/density_qa/example33,PhysicsLaw,density_qa,example33,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example33,2026-05-20 02:43:16
1735,PhysicsLaw/density_qa/example34,PhysicsLaw,density_qa,example34,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example34,2026-05-20 02:44:39
1736,PhysicsLaw/density_qa/example35,PhysicsLaw,density_qa,example35,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example35,2026-05-20 02:45:59
1737,PhysicsLaw/density_qa/example36,PhysicsLaw,density_qa,example36,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example36,2026-05-20 02:47:21
1738,PhysicsLaw/density_qa/example37,PhysicsLaw,density_qa,example37,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example37,2026-05-20 02:48:45
1739,PhysicsLaw/density_qa/example38,PhysicsLaw,density_qa,example38,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example38,2026-05-20 02:50:14
1740,PhysicsLaw/density_qa/example39,PhysicsLaw,density_qa,example39,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example39,2026-05-20 02:51:37
1741,PhysicsLaw/density_qa/example40,PhysicsLaw,density_qa,example40,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example40,2026-05-20 02:53:03
1742,PhysicsLaw/density_qa/example41,PhysicsLaw,density_qa,example41,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example41,2026-05-20 02:54:25
1743,PhysicsLaw/density_qa/example42,PhysicsLaw,density_qa,example42,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example42,2026-05-20 02:55:49
1744,PhysicsLaw/density_qa/example43,PhysicsLaw,density_qa,example43,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example43,2026-05-20 02:57:09
1745,PhysicsLaw/density_qa/example44,PhysicsLaw,density_qa,example44,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example44,2026-05-20 02:58:29
1746,PhysicsLaw/density_qa/example45,PhysicsLaw,density_qa,example45,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example45,2026-05-20 02:59:54
1747,PhysicsLaw/density_qa/example46,PhysicsLaw,density_qa,example46,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example46,2026-05-20 03:01:13
1748,PhysicsLaw/density_qa/example47,PhysicsLaw,density_qa,example47,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example47,2026-05-20 03:02:33
1749,PhysicsLaw/density_qa/example48,PhysicsLaw,density_qa,example48,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example48,2026-05-20 03:03:57
1750,PhysicsLaw/density_qa/example49,PhysicsLaw,density_qa,example49,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example49,2026-05-20 03:05:21
1751,PhysicsLaw/density_qa/example50,PhysicsLaw,density_qa,example50,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example50,2026-05-20 03:06:40
1752,PhysicsLaw/density_qa/example51,PhysicsLaw,density_qa,example51,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example51,2026-05-20 03:07:59
1753,PhysicsLaw/density_qa/example52,PhysicsLaw,density_qa,example52,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example52,2026-05-20 03:09:20
1754,PhysicsLaw/density_qa/example53,PhysicsLaw,density_qa,example53,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example53,2026-05-20 03:10:41
1755,PhysicsLaw/density_qa/example54,PhysicsLaw,density_qa,example54,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example54,2026-05-20 03:12:05
1756,PhysicsLaw/density_qa/example55,PhysicsLaw,density_qa,example55,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example55,2026-05-20 03:13:30
1757,PhysicsLaw/density_qa/example56,PhysicsLaw,density_qa,example56,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example56,2026-05-20 03:14:53
1758,PhysicsLaw/density_qa/example57,PhysicsLaw,density_qa,example57,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example57,2026-05-20 03:16:16
1759,PhysicsLaw/density_qa/example58,PhysicsLaw,density_qa,example58,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example58,2026-05-20 03:17:39
1760,PhysicsLaw/density_qa/example59,PhysicsLaw,density_qa,example59,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example59,2026-05-20 03:19:01
1761,PhysicsLaw/density_qa/example60,PhysicsLaw,density_qa,example60,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example60,2026-05-20 03:20:25
1762,PhysicsLaw/density_qa/example61,PhysicsLaw,density_qa,example61,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example61,2026-05-20 03:21:49
1763,PhysicsLaw/density_qa/example62,PhysicsLaw,density_qa,example62,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example62,2026-05-20 03:23:08
1764,PhysicsLaw/density_qa/example63,PhysicsLaw,density_qa,example63,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example63,2026-05-20 03:24:30
1765,PhysicsLaw/density_qa/example64,PhysicsLaw,density_qa,example64,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example64,2026-05-20 03:25:53
1766,PhysicsLaw/density_qa/example65,PhysicsLaw,density_qa,example65,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example65,2026-05-20 03:27:09
1767,PhysicsLaw/density_qa/example66,PhysicsLaw,density_qa,example66,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example66,2026-05-20 03:28:26
1768,PhysicsLaw/density_qa/example67,PhysicsLaw,density_qa,example67,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example67,2026-05-20 03:29:51
1769,PhysicsLaw/density_qa/example68,PhysicsLaw,density_qa,example68,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example68,2026-05-20 03:31:11
1770,PhysicsLaw/density_qa/example69,PhysicsLaw,density_qa,example69,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example69,2026-05-20 03:32:32
1771,PhysicsLaw/density_qa/example70,PhysicsLaw,density_qa,example70,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example70,2026-05-20 03:33:58
1772,PhysicsLaw/density_qa/example71,PhysicsLaw,density_qa,example71,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example71,2026-05-20 03:35:25
1773,PhysicsLaw/density_qa/example72,PhysicsLaw,density_qa,example72,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example72,2026-05-20 03:36:46
1774,PhysicsLaw/density_qa/example73,PhysicsLaw,density_qa,example73,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example73,2026-05-20 03:38:11
