sample_id,category,task,condition,schema_valid,operation_sequence_exact_match,skill_name_accuracy,action_recall_rate,action_order_accuracy,object_argument_accuracy,target_argument_accuracy,step_level_f1,sequence_edit_distance,latency_s
Semantic/add_condiment_semantic/example81,Semantic,add_condiment_semantic,P3,1,0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,6,5.38341498374939
Semantic/add_condiment_semantic/example82,Semantic,add_condiment_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.0679221153259277
Semantic/add_condiment_semantic/example82,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.690030336380005
Semantic/add_condiment_semantic/example82,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,3,3.7363176345825195
Semantic/add_condiment_semantic/example83,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.5056188106536865
Semantic/add_condiment_semantic/example83,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.380626916885376
Semantic/add_condiment_semantic/example83,Semantic,add_condiment_semantic,P3,1,0,0.25,1.0,0.0,0.0,0.0,0.0,4,3.8854637145996094
Semantic/add_condiment_semantic/example84,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,3.5773191452026367
Semantic/add_condiment_semantic/example84,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.346113681793213
Semantic/add_condiment_semantic/example84,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,2.079484224319458
Semantic/add_condiment_semantic/example85,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.1961100101470947
Semantic/add_condiment_semantic/example85,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.150447130203247
Semantic/add_condiment_semantic/example85,Semantic,add_condiment_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,3.2879159450531006
Semantic/add_condiment_semantic/example86,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.343137741088867
Semantic/add_condiment_semantic/example86,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,1.7275753021240234
Semantic/add_condiment_semantic/example86,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,2.248670816421509
Semantic/add_condiment_semantic/example87,Semantic,add_condiment_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.0640645027160645
Semantic/add_condiment_semantic/example87,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,2.46500563621521
Semantic/add_condiment_semantic/example87,Semantic,add_condiment_semantic,P3,1,0,0.25,1.0,0.0,0.0,0.0,0.0,4,3.5693283081054688
Semantic/add_condiment_semantic/example88,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.592681884765625
Semantic/add_condiment_semantic/example88,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8230443000793457
Semantic/add_condiment_semantic/example88,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,1.8288912773132324
Semantic/add_condiment_semantic/example89,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.395551919937134
Semantic/add_condiment_semantic/example89,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,2.0950870513916016
Semantic/add_condiment_semantic/example89,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,3,3.165463924407959
Semantic/add_condiment_semantic/example90,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.3543851375579834
Semantic/add_condiment_semantic/example90,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,2.227647542953491
Semantic/add_condiment_semantic/example90,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,2.085522413253784
Semantic/add_condiment_semantic/example91,Semantic,add_condiment_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.227130889892578
Semantic/add_condiment_semantic/example91,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2395057678222656
Semantic/add_condiment_semantic/example91,Semantic,add_condiment_semantic,P3,1,0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,6,4.917701005935669
Semantic/add_condiment_semantic/example92,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,3.4778733253479004
Semantic/add_condiment_semantic/example92,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.099268198013306
Semantic/add_condiment_semantic/example92,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,3,4.143142938613892
Semantic/add_condiment_semantic/example93,Semantic,add_condiment_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.703052282333374
Semantic/add_condiment_semantic/example93,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,2.701042652130127
Semantic/add_condiment_semantic/example93,Semantic,add_condiment_semantic,P3,1,0,0.1,0.5,0.0,0.0,0.0,0.0,10,4.905367612838745
Semantic/add_condiment_semantic/example94,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,3.3187973499298096
Semantic/add_condiment_semantic/example94,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8566672801971436
Semantic/add_condiment_semantic/example94,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,3,2.5070700645446777
Semantic/add_condiment_semantic/example95,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,1.6860589981079102
Semantic/add_condiment_semantic/example95,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.3033688068389893
Semantic/add_condiment_semantic/example95,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,2.9572033882141113
Semantic/add_condiment_semantic/example96,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.76387882232666
Semantic/add_condiment_semantic/example96,Semantic,add_condiment_semantic,P2,0,0,0.0,0.0,0.0,,,0.0,2,2.6997361183166504
Semantic/add_condiment_semantic/example96,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,3,3.161684036254883
Semantic/add_condiment_semantic/example97,Semantic,add_condiment_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.031338930130005
Semantic/add_condiment_semantic/example97,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.6828181743621826
Semantic/add_condiment_semantic/example97,Semantic,add_condiment_semantic,P3,1,0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,6,4.710747480392456
Semantic/add_condiment_semantic/example98,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,3.0204849243164062
Semantic/add_condiment_semantic/example98,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8837459087371826
Semantic/add_condiment_semantic/example98,Semantic,add_condiment_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,1.8970632553100586
Semantic/add_condiment_semantic/example99,Semantic,add_condiment_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,3.6063120365142822
Semantic/add_condiment_semantic/example99,Semantic,add_condiment_semantic,P2,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.2947275638580322
Semantic/add_condiment_semantic/example99,Semantic,add_condiment_semantic,P3,1,0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,3,5.65751838684082
Semantic/insert_flower_semantic/example0,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.882612466812134
Semantic/insert_flower_semantic/example0,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,5.179555654525757
Semantic/insert_flower_semantic/example0,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,5.428976774215698
Semantic/insert_flower_semantic/example1,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.779212236404419
Semantic/insert_flower_semantic/example1,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.296254873275757
Semantic/insert_flower_semantic/example1,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.972046613693237
Semantic/insert_flower_semantic/example2,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.584631443023682
Semantic/insert_flower_semantic/example2,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,5.174051523208618
Semantic/insert_flower_semantic/example2,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,5.632735729217529
Semantic/insert_flower_semantic/example3,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.955240964889526
Semantic/insert_flower_semantic/example3,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.788431644439697
Semantic/insert_flower_semantic/example3,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,5.490546464920044
Semantic/insert_flower_semantic/example4,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.614277362823486
Semantic/insert_flower_semantic/example4,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.64830207824707
Semantic/insert_flower_semantic/example4,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.7987964153289795
Semantic/insert_flower_semantic/example5,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.177887916564941
Semantic/insert_flower_semantic/example5,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.770458936691284
Semantic/insert_flower_semantic/example5,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.337755918502808
Semantic/insert_flower_semantic/example6,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.9524519443511963
Semantic/insert_flower_semantic/example6,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.36507511138916
Semantic/insert_flower_semantic/example6,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.263164758682251
Semantic/insert_flower_semantic/example7,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.9659783840179443
Semantic/insert_flower_semantic/example7,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.7306559085845947
Semantic/insert_flower_semantic/example7,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,3.887500286102295
Semantic/insert_flower_semantic/example8,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.4355077743530273
Semantic/insert_flower_semantic/example8,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.429318904876709
Semantic/insert_flower_semantic/example8,Semantic,insert_flower_semantic,P3,1,0,0.25,0.5,0.0,0.0,0.0,0.0,4,3.732740640640259
Semantic/insert_flower_semantic/example9,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.2442548274993896
Semantic/insert_flower_semantic/example9,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.892393112182617
Semantic/insert_flower_semantic/example9,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.5940592288970947
Semantic/insert_flower_semantic/example10,Semantic,insert_flower_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.6805801391601562
Semantic/insert_flower_semantic/example10,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.3105292320251465
Semantic/insert_flower_semantic/example10,Semantic,insert_flower_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,2.8359298706054688
Semantic/insert_flower_semantic/example11,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8520090579986572
Semantic/insert_flower_semantic/example11,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.518671751022339
Semantic/insert_flower_semantic/example11,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8249905109405518
Semantic/insert_flower_semantic/example12,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.307729721069336
Semantic/insert_flower_semantic/example12,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.548776626586914
Semantic/insert_flower_semantic/example12,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,4,2.577054023742676
Semantic/insert_flower_semantic/example13,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4868903160095215
Semantic/insert_flower_semantic/example13,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.3920276165008545
Semantic/insert_flower_semantic/example13,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.973421335220337
Semantic/insert_flower_semantic/example14,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.975153923034668
Semantic/insert_flower_semantic/example14,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,3.4470367431640625
Semantic/insert_flower_semantic/example14,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.4770824909210205
Semantic/insert_flower_semantic/example15,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.4807302951812744
Semantic/insert_flower_semantic/example15,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.2892227172851562
Semantic/insert_flower_semantic/example15,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.647139310836792
Semantic/insert_flower_semantic/example16,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.5243618488311768
Semantic/insert_flower_semantic/example16,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.568065643310547
Semantic/insert_flower_semantic/example16,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.584927797317505
Semantic/insert_flower_semantic/example17,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.5492470264434814
Semantic/insert_flower_semantic/example17,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.6437268257141113
Semantic/insert_flower_semantic/example17,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.847895383834839
Semantic/insert_flower_semantic/example18,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.752418279647827
Semantic/insert_flower_semantic/example18,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,3.5858702659606934
Semantic/insert_flower_semantic/example18,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,4.194640398025513
Semantic/insert_flower_semantic/example19,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.3219358921051025
Semantic/insert_flower_semantic/example19,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.2469799518585205
Semantic/insert_flower_semantic/example19,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.893280029296875
Semantic/insert_flower_semantic/example20,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8273487091064453
Semantic/insert_flower_semantic/example20,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.6308798789978027
Semantic/insert_flower_semantic/example20,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.75130295753479
Semantic/insert_flower_semantic/example21,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.2239038944244385
Semantic/insert_flower_semantic/example21,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.9832162857055664
Semantic/insert_flower_semantic/example21,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,4.039784908294678
Semantic/insert_flower_semantic/example22,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.1295583248138428
Semantic/insert_flower_semantic/example22,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.345391273498535
Semantic/insert_flower_semantic/example22,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,7,4.042301416397095
Semantic/insert_flower_semantic/example23,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.434873580932617
Semantic/insert_flower_semantic/example23,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,2.667876958847046
Semantic/insert_flower_semantic/example23,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,5,4.030744552612305
Semantic/insert_flower_semantic/example24,Semantic,insert_flower_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,2.9732377529144287
Semantic/insert_flower_semantic/example24,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,3.7384142875671387
Semantic/insert_flower_semantic/example24,Semantic,insert_flower_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,3.5788931846618652
Semantic/insert_flower_semantic/example25,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.237277984619141
Semantic/insert_flower_semantic/example25,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.9401142597198486
Semantic/insert_flower_semantic/example25,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.874319314956665
Semantic/insert_flower_semantic/example26,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.7984466552734375
Semantic/insert_flower_semantic/example26,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.551368236541748
Semantic/insert_flower_semantic/example26,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.7067811489105225
Semantic/insert_flower_semantic/example27,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.370914936065674
Semantic/insert_flower_semantic/example27,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.266974925994873
Semantic/insert_flower_semantic/example27,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,7,5.268394947052002
Semantic/insert_flower_semantic/example28,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.6575212478637695
Semantic/insert_flower_semantic/example28,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.834968328475952
Semantic/insert_flower_semantic/example28,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,5.117888689041138
Semantic/insert_flower_semantic/example29,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.4925878047943115
Semantic/insert_flower_semantic/example29,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.8820130825042725
Semantic/insert_flower_semantic/example29,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,5.245080232620239
Semantic/insert_flower_semantic/example30,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.184771537780762
Semantic/insert_flower_semantic/example30,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,4.183111190795898
Semantic/insert_flower_semantic/example30,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.184247016906738
Semantic/insert_flower_semantic/example31,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.327118635177612
Semantic/insert_flower_semantic/example31,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.5749597549438477
Semantic/insert_flower_semantic/example31,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.788320064544678
Semantic/insert_flower_semantic/example32,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.484310150146484
Semantic/insert_flower_semantic/example32,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.175964593887329
Semantic/insert_flower_semantic/example32,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.1396448612213135
Semantic/insert_flower_semantic/example33,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.6945831775665283
Semantic/insert_flower_semantic/example33,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.5821666717529297
Semantic/insert_flower_semantic/example33,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.892110824584961
Semantic/insert_flower_semantic/example34,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.7906134128570557
Semantic/insert_flower_semantic/example34,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,4.143787384033203
Semantic/insert_flower_semantic/example34,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.147827386856079
Semantic/insert_flower_semantic/example35,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.785365581512451
Semantic/insert_flower_semantic/example35,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.8806920051574707
Semantic/insert_flower_semantic/example35,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.916067123413086
Semantic/insert_flower_semantic/example36,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.723832607269287
Semantic/insert_flower_semantic/example36,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.171517372131348
Semantic/insert_flower_semantic/example36,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,7,4.789342164993286
Semantic/insert_flower_semantic/example37,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.486609220504761
Semantic/insert_flower_semantic/example37,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,4.329989671707153
Semantic/insert_flower_semantic/example37,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,5.870190620422363
Semantic/insert_flower_semantic/example38,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.6358160972595215
Semantic/insert_flower_semantic/example38,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,6.019695997238159
Semantic/insert_flower_semantic/example38,Semantic,insert_flower_semantic,P3,1,0,0.0,0.5,0.0,0.0,0.0,0.0,7,6.770664691925049
Semantic/insert_flower_semantic/example39,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,6.623226881027222
Semantic/insert_flower_semantic/example39,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,6.0050249099731445
Semantic/insert_flower_semantic/example39,Semantic,insert_flower_semantic,P3,1,0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,6,8.025266408920288
Semantic/insert_flower_semantic/example40,Semantic,insert_flower_semantic,P1,0,0,0.0,0.0,0.0,,,0.0,2,6.1724958419799805
Semantic/insert_flower_semantic/example40,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,6.734503507614136
Semantic/insert_flower_semantic/example40,Semantic,insert_flower_semantic,P3,0,0,0.0,0.0,0.0,,,0.0,2,6.43147611618042
Semantic/insert_flower_semantic/example41,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,5.807801961898804
Semantic/insert_flower_semantic/example41,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.565096616744995
Semantic/insert_flower_semantic/example41,Semantic,insert_flower_semantic,P3,1,0,0.1,0.5,0.0,0.0,0.0,0.0,10,6.526076316833496
Semantic/insert_flower_semantic/example42,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.957703351974487
Semantic/insert_flower_semantic/example42,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.199203252792358
Semantic/insert_flower_semantic/example42,Semantic,insert_flower_semantic,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.04748010635376
Semantic/insert_flower_semantic/example43,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8228297233581543
Semantic/insert_flower_semantic/example43,Semantic,insert_flower_semantic,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,4.030737638473511
Semantic/insert_flower_semantic/example43,Semantic,insert_flower_semantic,P3,1,0,0.125,0.5,0.0,0.0,0.0,0.0,8,4.99526572227478
Semantic/insert_flower_semantic/example44,Semantic,insert_flower_semantic,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,4.180331707000732
